"age","job","marital","education","default","balance","housing","loan","previous","poutcome","P (y=no)","P (y=yes)","Prediction (y)","Prediction (y) (Confidence)"
59,"blue-collar","divorced","primary","no",1320,"no","no",0,"unknown",1,0,"no",1
45,"services","married","secondary","no",-1036,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"entrepreneur","married","unknown","no",60,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
38,"management","married","secondary","no",-104,"yes","no",0,"unknown",1,0,"no",1
55,"management","married","primary","no",229,"no","yes",0,"unknown",1,0,"no",1
49,"management","married","secondary","no",0,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
37,"blue-collar","married","primary","no",1021,"no","no",0,"unknown",1,0,"no",1
47,"blue-collar","married","secondary","no",-423,"no","no",0,"unknown",1,0,"no",1
37,"blue-collar","single","primary","no",5473,"no","yes",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
46,"admin.","single","secondary","no",9326,"no","yes",0,"unknown",0.8700000047683716,0.12999999523162842,"no",0.8700000047683716
57,"housemaid","married","primary","no",473,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
60,"management","married","primary","no",4895,"no","no",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
46,"housemaid","married","primary","no",75,"no","no",0,"unknown",1,0,"no",1
36,"management","married","tertiary","no",669,"no","no",0,"unknown",1,0,"no",1
37,"entrepreneur","married","unknown","no",1134,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
45,"blue-collar","married","primary","no",665,"no","no",0,"unknown",1,0,"no",1
42,"housemaid","divorced","secondary","no",314,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
52,"admin.","married","secondary","no",1004,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
51,"housemaid","divorced","primary","no",3982,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
47,"admin.","married","secondary","no",533,"no","yes",0,"unknown",1,0,"no",1
38,"technician","married","primary","no",217,"yes","no",0,"unknown",1,0,"no",1
45,"blue-collar","married","primary","no",900,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
52,"retired","married","secondary","no",603,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"admin.","single","secondary","no",13698,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
45,"housemaid","married","tertiary","no",0,"no","no",0,"unknown",1,0,"no",1
40,"technician","married","tertiary","no",2946,"no","no",0,"unknown",1,0,"no",1
39,"housemaid","married","primary","no",267,"no","no",0,"unknown",1,0,"no",1
51,"blue-collar","married","primary","no",0,"no","no",0,"unknown",1,0,"no",1
52,"unemployed","married","secondary","no",-9,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"admin.","married","secondary","no",439,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
57,"blue-collar","married","primary","no",0,"no","no",0,"unknown",1,0,"no",1
35,"services","divorced","secondary","no",305,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
36,"management","married","tertiary","no",2823,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
40,"technician","divorced","secondary","no",-1,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
60,"retired","married","tertiary","no",2261,"no","no",0,"unknown",0.8999999761581421,0.10000000149011612,"no",0.8999999761581421
55,"housemaid","married","primary","no",2603,"no","no",0,"unknown",1,0,"no",1
44,"management","single","secondary","no",1012,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
42,"management","single","tertiary","no",1206,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
35,"services","married","secondary","no",8412,"no","no",0,"unknown",1,0,"no",1
54,"management","married","tertiary","no",2226,"yes","no",0,"unknown",1,0,"no",1
56,"management","married","primary","no",1172,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
40,"services","married","unknown","no",88,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
57,"unemployed","married","primary","no",7880,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
45,"admin.","single","secondary","no",276,"no","yes",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
57,"entrepreneur","married","primary","no",1153,"yes","yes",0,"unknown",1,0,"no",1
43,"services","divorced","secondary","no",5571,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
60,"retired","married","primary","no",17413,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
56,"services","married","secondary","no",4309,"yes","no",0,"unknown",1,0,"no",1
40,"entrepreneur","married","tertiary","no",3571,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
37,"services","married","secondary","no",718,"no","yes",0,"unknown",0.9100000262260437,0.09000000357627869,"no",0.9100000262260437
41,"technician","married","secondary","no",90,"no","no",0,"unknown",1,0,"no",1
57,"management","married","primary","no",595,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
59,"management","married","secondary","no",1321,"no","no",0,"unknown",1,0,"no",1
36,"admin.","single","tertiary","no",3819,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
56,"blue-collar","divorced","primary","no",3021,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
43,"blue-collar","married","primary","no",547,"no","yes",0,"unknown",1,0,"no",1
37,"technician","single","secondary","yes",375,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
39,"management","divorced","tertiary","no",3261,"yes","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
48,"management","married","unknown","no",598,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
58,"blue-collar","married","secondary","no",25,"no","no",0,"unknown",1,0,"no",1
51,"management","married","secondary","no",0,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
35,"blue-collar","married","secondary","no",4,"no","no",0,"unknown",1,0,"no",1
49,"management","married","secondary","no",321,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
50,"blue-collar","married","primary","no",0,"no","no",0,"unknown",1,0,"no",1
37,"self-employed","divorced","secondary","no",3467,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
37,"services","married","secondary","no",651,"no","no",0,"unknown",1,0,"no",1
56,"blue-collar","married","primary","no",197,"no","no",0,"unknown",1,0,"no",1
39,"housemaid","divorced","secondary","no",7783,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
36,"services","married","secondary","no",136,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
25,"blue-collar","single","primary","no",116,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
38,"blue-collar","single","secondary","no",93,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
49,"housemaid","married","secondary","no",3812,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
37,"blue-collar","married","secondary","no",427,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
43,"services","single","secondary","no",532,"yes","no",0,"unknown",1,0,"no",1
35,"admin.","married","secondary","no",2897,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
56,"management","divorced","tertiary","no",1016,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
58,"blue-collar","married","secondary","no",535,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
56,"management","divorced","primary","no",7496,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
46,"technician","married","secondary","no",399,"yes","no",0,"unknown",1,0,"no",1
38,"blue-collar","married","primary","no",3289,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
49,"housemaid","married","primary","no",3376,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
40,"blue-collar","married","primary","no",48,"no","no",0,"unknown",1,0,"no",1
46,"services","married","tertiary","no",474,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"admin.","married","primary","no",1487,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
39,"blue-collar","married","secondary","no",138,"no","no",0,"unknown",1,0,"no",1
35,"services","married","secondary","no",-489,"yes","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
38,"admin.","married","secondary","no",272,"yes","yes",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
40,"management","married","secondary","no",-63,"no","no",0,"unknown",1,0,"no",1
39,"blue-collar","single","primary","no",2,"yes","no",0,"unknown",1,0,"no",1
39,"services","married","secondary","no",1367,"yes","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
61,"retired","married","secondary","no",173,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
59,"management","married","tertiary","no",2020,"no","yes",0,"unknown",0.9300000071525574,0.07000000029802322,"no",0.9300000071525574
40,"admin.","divorced","secondary","no",90,"yes","no",0,"unknown",1,0,"no",1
53,"management","married","secondary","no",2522,"no","no",0,"unknown",1,0,"no",1
45,"blue-collar","married","primary","no",408,"no","no",0,"unknown",0.9200000166893005,0.07999999821186066,"no",0.9200000166893005
35,"housemaid","single","unknown","no",4378,"no","no",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
48,"entrepreneur","married","unknown","no",3233,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
50,"housemaid","married","primary","no",3056,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
39,"blue-collar","married","primary","no",1387,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
38,"blue-collar","divorced","secondary","no",157,"no","no",0,"unknown",1,0,"no",1
49,"blue-collar","married","secondary","no",59,"yes","no",0,"unknown",1,0,"no",1
38,"blue-collar","married","secondary","no",1116,"no","no",0,"unknown",1,0,"no",1
35,"services","married","secondary","no",0,"no","no",0,"unknown",1,0,"no",1
39,"management","married","primary","no",0,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
39,"blue-collar","single","secondary","no",16917,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
54,"retired","married","secondary","no",1851,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
59,"admin.","married","unknown","no",0,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
43,"technician","divorced","secondary","no",-191,"no","no",0,"unknown",1,0,"no",1
47,"technician","divorced","secondary","no",450,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
57,"self-employed","married","unknown","no",964,"no","no",0,"unknown",0.8700000047683716,0.12999999523162842,"no",0.8700000047683716
42,"entrepreneur","married","tertiary","no",5345,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
41,"services","married","secondary","no",0,"yes","no",0,"unknown",1,0,"no",1
37,"management","married","tertiary","no",1393,"no","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
38,"admin.","single","secondary","no",4023,"no","no",0,"unknown",0.9599999785423279,0.03999999910593033,"no",0.9599999785423279
55,"admin.","married","secondary","no",994,"no","no",0,"unknown",0.9700000286102295,0.029999999329447746,"no",0.9700000286102295
47,"blue-collar","married","primary","no",4157,"no","no",0,"unknown",1,0,"no",1
48,"services","married","secondary","no",11516,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
48,"entrepreneur","married","secondary","no",568,"no","no",0,"unknown",0.9800000190734863,0.019999999552965164,"no",0.9800000190734863
44,"management","married","tertiary","no",13893,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
42,"admin.","married","secondary","no",105,"no","no",0,"unknown",1,0,"no",1
54,"retired","married","primary","no",1379,"no","no",0,"unknown",1,0,"no",1
50,"management","married","tertiary","no",396,"no","no",0,"unknown",1,0,"no",1
39,"management","married","tertiary","no",-190,"no","yes",0,"unknown",0.9399999976158142,0.05999999865889549,"no",0.9399999976158142
60,"services","divorced","secondary","no",47,"no","no",0,"unknown",0.949999988079071,0.05000000074505806,"no",0.949999988079071
43,"housemaid","divorced","primary","no",0,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
53,"self-employed","married","tertiary","no",1128,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
59,"entrepreneur","married","tertiary","no",712,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
60,"blue-collar","married","primary","no",3230,"no","no",0,"unknown",1,0,"no",1
45,"technician","married","secondary","no",3007,"no","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
36,"blue-collar","single","secondary","no",161,"yes","no",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
45,"entrepreneur","divorced","tertiary","no",1273,"yes","yes",0,"unknown",0.9900000095367432,0.009999999776482582,"no",0.9900000095367432
